component,cve,summary,severity,cvss,rule,has_poc,references_count,file
n8n,CVE-2026-33663,n8n 凭据管道授权漏洞允许 global:member 角色窃取明文 HTTP 凭据。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""1.123.27""",False,2,CVE-2026-33663.yaml
n8n,CVE-2026-33665,n8n LDAP 认证通过邮箱自动关联 LDAP 身份与本地账户，导致账户接管漏洞。,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N,"version < ""1.121.0""",False,2,CVE-2026-33665.yaml
n8n,CVE-2026-33696,n8n XML 和 GSuiteAdmin 节点通过精心构造的工作流参数存在原型污染漏洞。,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""1.123.27""",False,2,CVE-2026-33696.yaml
n8n,CVE-2026-33713,n8n Data Table Get 节点 SQL 注入漏洞允许通过 SQLite 读取文件并可能实现远程代码执行。,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,"version < ""1.123.26""",False,2,CVE-2026-33713.yaml
n8n,CVE-2026-33720,启用 N8N_SKIP_AUTH_ON_OAUTH_CALLBACK 时 n8n OAuth 回调处理程序跳过所有权验证。,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N,"version < ""2.8.0""",False,2,CVE-2026-33720.yaml
n8n,CVE-2026-33722,n8n 允许没有列表权限的认证用户获取外部密钥的明文值。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""1.123.23""",False,2,CVE-2026-33722.yaml
n8n,CVE-2026-33724,n8n 源代码控制 SSH 功能禁用主机密钥验证，导致中间人攻击风险。,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,"version < ""2.5.0""",False,2,CVE-2026-33724.yaml
n8n,CVE-2026-33749,n8n 二进制数据端点提供 HTML 文件时缺少 Content-Disposition 头，导致 XSS 漏洞。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:N,"version < ""1.123.27""",False,2,CVE-2026-33749.yaml
n8n,CVE-2026-33751,n8n LDAP 节点过滤器转义逻辑缺陷允许通过未转义的元字符进行 LDAP 注入。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,"version < ""1.123.27""",False,2,CVE-2026-33751.yaml
n8n,CVE-2026-42233,n8n Oracle 数据库节点 Limit 字段 SQL 注入漏洞,MEDIUM,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:N/SC:H/SI:H/SA:N,"version < ""1.123.32"" || (version >= ""2.0.0"" && version < ""2.17.4"") || (version >= ""2.18.0"" && version < ""2.18.1"")",False,3,CVE-2026-42233.yaml
n8n,CVE-2026-42235,n8n 通过 MCP OAuth client_name 参数存在 XSS 漏洞，可导致会话劫持和权限提升。,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:A/VC:H/VI:H/VA:L/SC:H/SI:H/SA:L,"version < ""1.123.32"" || (version >= ""2.0.0"" && version < ""2.17.4"") || (version >= ""2.18.0"" && version < ""2.18.1"")",False,2,CVE-2026-42235.yaml
n8n,CVE-2026-54309,n8n MCP 浏览器 HTTP 传输模式暴露未认证浏览器控制会话,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:L,"(version < ""2.25.7"") || (version >= ""2.26.0"" && version < ""2.26.2"")",False,1,CVE-2026-54309.yaml
n8n,CVE-2026-56348,n8n 凭据泄露漏洞（允许的 HTTP 请求域限制绕过）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:L,"version < ""2.20.0""",False,2,CVE-2026-56348.yaml
n8n-mcp,CVE-2026-41495,n8n-MCP HTTP 模式在 2.47.11 版本之前会将未经认证请求中的敏感元数据（Bearer 令牌、API 密钥、JSON-RPC 载荷）写入服务器日志,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""2.47.11""",False,2,CVE-2026-41495.yaml
n8n-mcp,CVE-2026-42282,n8n-MCP HTTP 传输模式在日志中记录敏感的 MCP 工具调用参数（脱敏前），可能导致凭据泄露。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version < ""2.47.13""",False,3,CVE-2026-42282.yaml
n8n-mcp,CVE-2026-42449,n8n-mcp SSRFProtection.validateUrlSync() 缺乏 IPv6 检查，允许 IPv4 映射的 IPv6 地址绕过 SSRF 防护,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,"version >= ""2.47.4"" && version < ""2.47.14""",False,3,CVE-2026-42449.yaml
new-api,CVE-2026-30886,New API 视频代理 IDOR 漏洞 - 越权访问其他用户视频内容,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""0.11.4-alpha.2""",False,2,CVE-2026-30886.yaml
new-api,CVE-2026-32879,New API Passkey 二次验证绕过漏洞 - 可泄露 Root 级渠道密钥,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,"version >= ""0.10.0""",False,1,CVE-2026-32879.yaml
new-api,CVE-2026-41432,New API Stripe Webhook 签名绕过漏洞，允许伪造事件任意充值配额 （0.12.10 版本之前受影响）,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:L,"version < ""0.12.10""",False,3,CVE-2026-41432.yaml
nextchat,CVE-2023-49785,NextChat 的 /api/cors 端点存在完全读取的 SSRF 和 XSS 漏洞。,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"version > ""0"" && version <= ""2.11.2""",False,3,CVE-2023-49785.yaml
nextchat,CVE-2025-50733,NextChat 存在跨站脚本 (XSS) 漏洞，原因是 AI 生成的 HTML 内容未经过适当净化。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,False,3,CVE-2025-50733.yaml
nextchat,CVE-2025-50735,NextChat 中由于 WebDAV 代理处理不当导致的目录遍历漏洞。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version <= ""2.16.0""",False,4,CVE-2025-50735.yaml
nextchat,CVE-2025-55182,nextchat 中由于不安全的原型引用导致的远程代码执行 (RCE) 漏洞。,CRITICAL,,"version <= ""2.16.1""",False,0,CVE-2025-55182.yaml
nextchat,CVE-2026-7177,NextChat（ChatGPT-Next-Web）v2.16.1 及以下版本存在服务端请求伪造（SSRF）漏洞， 攻击者可通过 proxyHandler 函数在未授权情况下向内部或外部资源发送任意 HTTP 请求。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"version <= ""2.16.1""",False,2,CVE-2026-7177.yaml
nextchat,CVE-2026-7178,NextChat（ChatGPT-Next-Web）2.16.1 及以下版本的 Artifacts 端点存在服务器端请求伪造（SSRF） 路径穿越漏洞，未认证攻击者可利用服务器的特权 API Token 调用任意 Cloudflare API 端点。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"version <= ""2.16.1""",False,2,CVE-2026-7178.yaml
nextchat,CVE-2026-7643,NextChat API 端点中存在宽松跨域策略漏洞。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,"version <= ""2.16.1""",False,3,CVE-2026-7643.yaml
nextchat,CVE-2026-7644,NextChat 未授权远程代码执行漏洞（addMcpServer Server Action）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version <= ""2.16.1""",False,3,CVE-2026-7644.yaml
ollama,CVE-2024-12055,Ollama版本<=0.3.14中的漏洞允许通过恶意gguf模型文件上传导致DoS,高,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version <= ""0.3.14""",False,2,CVE-2024-12055.yaml
ollama,CVE-2024-12886,ollama服务器中的内存溢出（OOM）漏洞,高,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.15""",False,2,CVE-2024-12886.yaml
ollama,CVE-2024-28224,Ollama DNS rebinding漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""0.1.29""",False,6,CVE-2024-28224.yaml
ollama,CVE-2024-37032,Ollama未验证摘要格式（64位十六进制sha256）,MEDIUM,,"version < ""0.1.34""",False,9,CVE-2024-37032.yaml
ollama,CVE-2024-39719,Ollama 文件存在泄露漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version <= ""0.3.14""",False,3,CVE-2024-39719.yaml
ollama,CVE-2024-39720,Ollama 越界读取漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,"version < ""0.1.46""",False,6,CVE-2024-39720.yaml
ollama,CVE-2024-39721,Ollama CreateModelHandler 函数文件读取漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.1.34""",False,5,CVE-2024-39721.yaml
ollama,CVE-2024-39722,Ollama API 路由路径遍历漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""0.1.46""",False,3,CVE-2024-39722.yaml
ollama,CVE-2024-45436,Ollama 可将 ZIP 存档成员提取到父目录之外,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"version < ""0.1.47""",False,5,CVE-2024-45436.yaml
ollama,CVE-2024-7773,ollama 中由于 ZipSlip 漏洞导致的远程代码执行（RCE）,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,"version < ""0.1.38""",False,3,CVE-2024-7773.yaml
ollama,CVE-2024-8063,ollama/ollama版本v0.3.3中的除零漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version == ""0.3.3""",False,2,CVE-2024-8063.yaml
ollama,CVE-2024-9840,open-webui/open-webui中由于不当的多部分边界处理导致的DoS漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.22""",False,2,CVE-2024-9840.yaml
ollama,CVE-2025-0312,ollama中的漏洞允许通过GGUF模型文件中的空指针解引用导致DoS,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version <= ""0.3.14""",False,2,CVE-2025-0312.yaml
ollama,CVE-2025-0313,ollama中的漏洞允许通过GGUF模型进行DoS攻击,高,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version <= ""0.3.14""",False,2,CVE-2025-0313.yaml
ollama,CVE-2025-0315,ollama中的漏洞允许通过定制的GGUF模型文件上传导致DoS,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version <= ""0.3.14""",False,2,CVE-2025-0315.yaml
ollama,CVE-2025-0317,ollama中的漏洞允许通过恶意GGUF模型上传导致DoS,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version <= ""0.3.14""",False,2,CVE-2025-0317.yaml
ollama,CVE-2025-15063,Ollama MCP 服务器 execAsync 命令注入远程代码执行漏洞。,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,False,2,CVE-2025-15063.yaml
ollama,CVE-2025-15514,Ollama 在多模态图像处理中存在空指针解引用漏洞，导致拒绝服务。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version >= ""0.11.5-rc0"" && version <= ""0.13.5""",False,5,CVE-2025-15514.yaml
ollama,CVE-2025-1975,Ollama 服务器易受拒绝服务 (DoS) 攻击,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version >= ""0"" && version < ""0.5.12""",False,3,CVE-2025-1975.yaml
ollama,CVE-2025-44779,Ollama 允许删除任意文件。,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:H,"version > ""0"" && version < ""0.1.34""",False,0,CVE-2025-44779.yaml
ollama,CVE-2025-51471,Ollama 存在跨域令牌暴露漏洞。,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:L/A:N,"version > ""0"" && version <= ""0.9.6""",False,5,CVE-2025-51471.yaml
ollama,CVE-2025-63389,Ollama 平台缺少身份验证，导致攻击者可以执行模型管理操作。,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"version > ""0"" && version <= ""0.13.5""",False,4,CVE-2025-63389.yaml
ollama,CVE-2025-66959,Ollama 中 GGUF 解码器远程拒绝服务漏洞。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version == ""0.12.10""",False,3,CVE-2025-66959.yaml
ollama,CVE-2025-66960,Ollama 存在拒绝服务漏洞，可通过特制 GGUF 元数据触发。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version == ""0.12.10""",False,3,CVE-2025-66960.yaml
ollama,CVE-2026-5530,Ollama 模型拉取 API 服务端请求伪造（SSRF）漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version <= ""0.1.18.1""",False,2,CVE-2026-5530.yaml
ollama,CVE-2026-7020,Ollama Tensor Model Transfer Handler（digestToPath）存在路径穿越漏洞，影响 0.20.2 及以下版本,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,"version <= ""0.20.2""",False,2,CVE-2026-7020.yaml
ollama,CVE-2026-7482,Ollama 0.17.1 之前版本 GGUF 模型加载器堆越界读取漏洞（CVE-2026-7482）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,"version < ""0.17.1""",False,3,CVE-2026-7482.yaml
ollama,ollama部署安全提示,ollama外部开放将导致算力窃取和数据资源滥用,LOW,,"is_internal==""true""",False,0,ollama部署安全提示.yaml
openwebui,CVE-2024-12534,open-webui中缺乏字符长度验证导致DoS,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.33""",False,2,CVE-2024-12534.yaml
openwebui,CVE-2024-12537,open-webui中缺乏身份验证机制，允许未经身份验证的访问，从而导致拒绝服务。,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.33""",False,2,CVE-2024-12537.yaml
openwebui,CVE-2024-12868,open-webui中存在漏洞的starlette包版本导致拒绝服务,高,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.33""",False,2,CVE-2024-12868.yaml
open-webui,CVE-2024-30256,Open WebUI是一个用户友好的LLMs WebUI。Open-webui存在认证盲服务器端请求伪造漏洞。该漏洞已在0.1.117版本中修复。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,"version < ""0.1.117""",False,1,CVE-2024-30256.yaml
openwebui,CVE-2024-47874,Open WebUI 通过 fastapi 对 starlette 存在易受攻击的依赖,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.33""",False,4,CVE-2024-47874.yaml
openwebui,CVE-2024-53981,Open WebUI 未认证多部分边界拒绝服务（DoS）漏洞存在于api/chat/file中,高,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.4.7""",False,5,CVE-2024-53981.yaml
openwebui,CVE-2024-6706,Open WebUI 存储型跨站脚本漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"version < ""0.1.105""",False,3,CVE-2024-6706.yaml
open-webui,CVE-2024-6707,Open WebUI 路径遍历漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,False,2,CVE-2024-6707.yaml
openwebui,CVE-2024-7033,open-webui中的任意文件写入漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H,"version < ""0.3.9""",False,2,CVE-2024-7033.yaml
openwebui,CVE-2024-7034,open-webui中的任意文件写入漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H,"version < ""0.3.9""",False,2,CVE-2024-7034.yaml
openwebui,CVE-2024-7035,open-webui中敏感操作的GET方法不安全,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:C/C:N/I:H/A:L,"version < ""0.3.9""",False,2,CVE-2024-7035.yaml
openwebui,CVE-2024-7036,open-webui中的漏洞允许未经身份验证的攻击者导致管理面板无响应。,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.9""",False,2,CVE-2024-7036.yaml
openwebui,CVE-2024-7037,open-webui 允许写入和删除任意文件,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H,"version < ""0.3.9""",False,4,CVE-2024-7037.yaml
openwebui,CVE-2024-7038,open-webui 允许通过观察错误消息枚举文件名和遍历目录,LOW,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"version < ""0.3.9""",False,4,CVE-2024-7038.yaml
openwebui,CVE-2024-7039,open-webui 中的权限管理不当漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""0.3.9""",False,2,CVE-2024-7039.yaml
openwebui,CVE-2024-7040,open-webui 中的不当访问控制漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,"version < ""0.3.9""",False,2,CVE-2024-7040.yaml
openwebui,CVE-2024-7041,open-webui 不安全的直接对象引用（IDOR）漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,"version < ""0.3.8""",False,4,CVE-2024-7041.yaml
openwebui,CVE-2024-7043,open-webui中存在不当访问控制漏洞，允许未经授权的文件操作,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"version < ""0.3.9""",False,2,CVE-2024-7043.yaml
openwebui,CVE-2024-7044,open-webui 聊天文件上传中的存储型跨站脚本（XSS）漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N,"version < ""0.3.9""",False,2,CVE-2024-7044.yaml
openwebui,CVE-2024-7045,open-webui中存在不当访问控制漏洞，允许未经授权的提示查看。,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version < ""0.3.9""",False,2,CVE-2024-7045.yaml
openwebui,CVE-2024-7046,open-webui中存在不当访问控制漏洞，允许查看管理员详情。,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version < ""0.3.9""",False,2,CVE-2024-7046.yaml
openwebui,CVE-2024-7048,Open WebUI 权限管理不当漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version < ""0.3.9""",False,2,CVE-2024-7048.yaml
openwebui,CVE-2024-7049,Open WebUI 用户权限绕过漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""0.3.9""",False,2,CVE-2024-7049.yaml
openwebui,CVE-2024-7053,open-webui/open-webui 版本 0.3.8 中的会话固定漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,"version < ""0.3.9""",False,2,CVE-2024-7053.yaml
openwebui,CVE-2024-7806,open-webui版本<=0.3.8中存在通过CSRF实现的远程代码执行漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,"version<= ""0.3.8""",False,2,CVE-2024-7806.yaml
openwebui,CVE-2024-7959,open-webui/open-webui版本0.3.8的`/openai/models`端点存在SSRF漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,"version < ""0.3.9""",False,2,CVE-2024-7959.yaml
openwebui,CVE-2024-7983,open-webui中未认证的markdown转HTML端点导致DoS,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.9""",False,2,CVE-2024-7983.yaml
openwebui,CVE-2024-7990,open-webui中存在的存储型跨站脚本（XSS）漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H,"version < ""0.3.9""",False,2,CVE-2024-7990.yaml
openwebui,CVE-2024-7999,open-webui中由于多部分边界格式错误导致的拒绝服务（DoS）漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""79778fa""",False,2,CVE-2024-7999.yaml
openwebui,CVE-2024-8017,open-webui版本<=0.3.8中的XSS漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H,"version<= ""0.3.8""",False,2,CVE-2024-8017.yaml
openwebui,CVE-2024-8053,open-webui中PDF生成端点缺乏身份验证,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.3.11""",False,2,CVE-2024-8053.yaml
open-webui,CVE-2024-8060,Open WebUI 允许通过任意文件上传实现远程代码执行,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,"version >= ""0"" && version < ""0.5.17""",False,4,CVE-2024-8060.yaml
openwebui,CVE-2025-29446,open-webui v0.5.16中的SSRF漏洞,高,CVSS:3.x/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"version == ""0.5.16""",False,3,CVE-2025-29446.yaml
openwebui,CVE-2025-63391,Open-WebUI /api/config 端点存在身份验证绕过漏洞。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version <= ""0.6.32""",False,4,CVE-2025-63391.yaml
openwebui,CVE-2025-63681,Open-webui 存在不正确的访问控制漏洞，允许未经授权的任务取消。,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:P,"version > ""0"" && version <= ""0.6.33""",False,0,CVE-2025-63681.yaml
openwebui,CVE-2025-64495,Open WebUI 在启用“将提示作为富文本插入”时，通过提示容易受到存储型 DOM XSS 攻击，导致 ATO/RCE。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:N,"version > ""0"" && version < ""0.6.35""",False,5,CVE-2025-64495.yaml
openwebui,CVE-2025-64496,Open WebUI 在启用直接连接时，易受来自外部模型服务器的服务器发送事件 (SSE) 的代码注入攻击。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N,"version > ""0"" && version < ""0.6.35""",False,4,CVE-2025-64496.yaml
openwebui,CVE-2025-65958,Open WebUI 存在服务器端请求伪造 (SSRF) 漏洞，通过 /api/v1/retrieval/process/web 端点中的任意 URL 处理实现。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,"version > ""0"" && version < ""0.6.37""",False,4,CVE-2025-65958.yaml
openwebui,CVE-2025-65959,Open WebUI 存在存储型 DOM XSS 漏洞，通过笔记中的“下载 PDF”功能进行利用。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:N,"version > ""0"" && version < ""0.6.37""",False,6,CVE-2025-65959.yaml
openwebui,CVE-2025-15603,Open WebUI JWT 密钥处理程序 WEBUI_SECRET_KEY 随机性不足漏洞,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"version <= ""0.6.16""",False,2,CVE-2025-15603.yaml
openwebui,CVE-2026-44555,Open WebUI 基础模型路由通过模型链绕过访问控制,HIGH,,"version < ""0.9.0""",False,1,CVE-2026-44555.yaml
openwebui,CVE-2026-44563,Open WebUI 通过 /api/generate、/api/embed、/api/embeddings 和 /api/show 端点存在未授权模型访问漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:L,"version < ""0.9.0""",False,1,CVE-2026-44563.yaml
openwebui,CVE-2026-44566,Open WebUI 任意文件上传与路径穿越漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"version < ""0.1.124""",False,1,CVE-2026-44566.yaml
openwebui,CVE-2026-45301,Open WebUI 文件 API 缺少权限校验，任意已认证用户可列举、读取并删除所有用户上传的文件。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"version < ""0.3.16""",False,2,CVE-2026-45301.yaml
openwebui,CVE-2026-45365,Open WebUI 已认证用户可通过暴露的 bypass_filter 查询参数绕过模型访问控制,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""0.8.11""",False,2,CVE-2026-45365.yaml
openwebui,CVE-2026-54006,Open WebUI IDOR 漏洞允许通过日历事件重新设置父级将事件写入其他用户的日历,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,"version < ""0.9.6""",False,1,CVE-2026-54006.yaml
openwebui,CVE-2026-54008,Open WebUI <= 0.9.5 OAuth _process_picture_url 重定向绕过 SSRF 漏洞 (CVE-2026-54008),HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L,"version < ""0.9.6""",False,3,CVE-2026-54008.yaml
openwebui,CVE-2026-54018,open-webui Open WebUI 的 SafePlaywrightURLLoader 存在通过 HTTP 重定向绕过 SSRF 防护的漏洞,HIGH,7.7,"version < ""0.9.6""",False,4,CVE-2026-54018.yaml
openwebui,CVE-2026-54021,open-webui 已认证用户可通过未保护的 url_idx 路径参数访问任意配置的 Ollama 后端,MEDIUM,6.3,"version < ""0.9.6""",False,2,CVE-2026-54021.yaml
paperclip,CVE-2026-41208,Paperclip 通过 Agent 控制的 provisionCommand 实现权限提升，导致操作系统命令执行（RCE）,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""2026.416.0""",False,2,CVE-2026-41208.yaml
paperclip,CVE-2026-41679,Paperclip 未授权远程代码执行漏洞（导入接口鉴权绕过）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"version < ""2026.416.0""",False,2,CVE-2026-41679.yaml
